SelectedTime,月份,日期,时刻,总能耗,1# 空调,2# 空调,1# 照明,2# 照明,t(C),h(kJ/kga),RH(%),当前时刻太阳辐射
2016/7/8 7:00,7,8,7,18.53,3.6,2.03,8.192,4.708,22.5,62.78,92,0
2016/7/8 8:00,7,8,8,44.12,10.88,7.24,16.912,9.088,22.8,62.94,90,0
2016/7/8 9:00,7,8,9,63.9,26.32,10.52,15.544,11.516,23,63.18,89,0
2016/7/8 10:00,7,8,10,61.93,21.2,13.3,16.032,11.398,24.7,65.79,82,204
2016/7/8 11:00,7,8,11,58.95,20.24,13.22,14.744,10.746,26,66.63,75,720
2016/7/8 12:00,7,8,12,52.6,20.64,10.57,11.8,9.59,27.3,68.89,71,268
2016/7/8 13:00,7,8,13,65.31,29.04,12.01,13.304,10.956,27,66.67,69,617
2016/7/8 14:00,7,8,14,74.56,31.68,15.54,15.28,12.06,26.2,66.21,73,529
2016/7/8 15:00,7,8,15,70.9,30.4,13.69,14.512,12.298,25.4,65.1,76,391
2016/7/8 16:00,7,8,16,60.28,21.92,12.05,14.304,12.006,24.9,65.46,80,248
2016/7/8 17:00,7,8,17,50.47,18.16,11.3,11.056,9.954,24.6,64.92,81,87
2016/7/8 18:00,7,8,18,28.18,5.44,7.34,9.12,6.28,24.1,63.68,82,0
2016/7/8 19:00,7,8,19,21.53,5.2,3.91,7.736,4.684,23.1,63.53,89,0
2016/7/8 20:00,7,8,20,16.59,3.28,2.04,7.504,3.766,23,63.18,89,0
2016/7/8 21:00,7,8,21,11.32,2.32,2.14,4.824,2.036,22.8,63.39,91,0
2016/7/9 7:00,7,9,7,10.59,2.4,1.5,4.656,2.034,23.1,65.39,93,322
2016/7/9 8:00,7,9,8,11.66,3.12,1.71,4.64,2.19,24,66.28,88,455
2016/7/9 9:00,7,9,9,19.31,6.4,5.52,5.08,2.31,26.1,69.21,79,558
2016/7/9 10:00,7,9,10,19.75,6.4,5.51,5.56,2.28,27.9,72.28,73,460
2016/7/9 11:00,7,9,11,21.37,5.76,7.1,5.96,2.55,27.6,70.57,72,364
2016/7/9 12:00,7,9,12,21.07,4.08,8.92,5.648,2.422,28.4,72.86,71,641
2016/7/9 13:00,7,9,13,23.53,4.48,11.15,5.472,2.428,28.7,70.71,66,450
2016/7/9 14:00,7,9,14,21.87,4.4,10.02,5.136,2.314,28.5,71.29,68,214
2016/7/9 15:00,7,9,15,17.56,5.44,4.72,5.12,2.28,27.3,68.29,70,113
2016/7/9 16:00,7,9,16,15.59,5.28,2.77,5.344,2.196,25.5,67.59,80,45
2016/7/9 17:00,7,9,17,15.31,4.48,2.48,5.776,2.574,25.9,67.94,78,42
2016/7/9 18:00,7,9,18,14.73,4.16,2.35,5.672,2.548,25.1,66.17,80,0
2016/7/9 19:00,7,9,19,15.15,3.52,2.58,6.56,2.49,24.9,65.46,80,0
2016/7/9 20:00,7,9,20,15.26,3.76,2,7.168,2.332,24.2,64.53,83,0
2016/7/9 21:00,7,9,21,12.8,2.64,2.06,6.024,2.076,23.5,63.53,86,0
2016/7/10 7:00,7,10,7,11.34,2.32,2.22,4.664,2.136,25.8,63.21,70,317
2016/7/10 8:00,7,10,8,13.39,3.92,2.19,4.92,2.36,26.9,64.58,66,462
2016/7/10 9:00,7,10,9,16.62,5.12,4.08,4.96,2.46,28.8,63.89,55,568
2016/7/10 10:00,7,10,10,21.11,7.76,5.53,5.48,2.34,29,67.81,60,649
2016/7/10 11:00,7,10,11,17.15,5.68,4.12,5.128,2.222,29.9,68.76,57,680
2016/7/10 12:00,7,10,12,15.06,3.92,4,5.04,2.1,30.2,69.05,56,670
2016/7/10 13:00,7,10,13,16.73,4.96,4.66,5.048,2.062,30,69.09,57,608
2016/7/10 14:00,7,10,14,21.95,8.56,5.89,5.456,2.044,29.5,70.16,61,508
2016/7/10 15:00,7,10,15,22.17,8.24,6.24,5.648,2.042,29.5,69.48,60,387
2016/7/10 16:00,7,10,16,18.38,5.28,5.55,5.472,2.078,29.3,67.47,58,242
2016/7/10 17:00,7,10,17,16.98,4.8,4.93,5.192,2.058,28.2,66.44,62,89
2016/7/10 18:00,7,10,18,14.59,3.44,4.06,4.952,2.138,28,66.41,63,0
2016/7/10 19:00,7,10,19,12.51,2.48,2.73,5.112,2.188,26.7,66.23,70,0
2016/7/10 20:00,7,10,20,13.94,2.8,3.25,5.824,2.066,25,66.86,82,0
2016/7/10 21:00,7,10,21,12.97,2.16,2.24,6.52,2.05,24.5,68.63,89,0
2016/7/11 7:00,7,11,7,24.2,7.52,3.18,8.432,5.068,26.5,61.57,63,321
2016/7/11 8:00,7,11,8,88.82,45.76,14.27,18.504,10.286,27.7,62.37,58,450
2016/7/11 9:00,7,11,9,129.91,69.92,28.87,21.968,9.152,29.1,63.51,53,610
2016/7/11 10:00,7,11,10,134.57,65.84,35.96,23.496,9.274,28.8,63.89,55,657
2016/7/11 11:00,7,11,11,100.7,38,32.82,21.032,8.848,28.3,65.51,60,693
2016/7/11 12:00,7,11,12,64.88,17.84,25.82,14.32,6.9,28.4,64.57,58,671
2016/7/11 13:00,7,11,13,77.36,30.32,23.51,15.28,8.25,28.4,63.93,57,614
2016/7/11 14:00,7,11,14,94.29,38.48,27.75,19.44,8.62,27.9,65.46,62,522
2016/7/11 15:00,7,11,15,91.13,35.52,27.37,19.664,8.576,29.2,63.81,53,395
2016/7/11 16:00,7,11,16,81.09,28.64,24.67,19.416,8.364,28.7,63.58,55,228
2016/7/11 17:00,7,11,17,80.28,35.52,20.55,13.888,10.322,28.1,56.18,46,23
2016/7/11 18:00,7,11,18,58.22,25.2,13.63,10.368,9.022,24.8,65.63,81,0
2016/7/11 19:00,7,11,19,34.26,11.6,8.53,8.512,5.618,24.6,66.45,84,0
2016/7/11 20:00,7,11,20,20.15,4.56,4.7,7.768,3.122,24,66.28,88,0
2016/7/11 21:00,7,11,21,18.23,2.8,5.49,7.208,2.732,24.1,65.66,86,0
2016/7/12 7:00,7,12,7,35.83,14.88,5.18,8.96,6.81,27,69.61,74,327
2016/7/12 8:00,7,12,8,142.14,90.16,17.59,21.432,12.958,27.7,69.7,70,452
2016/7/12 9:00,7,12,9,145.2,84.64,26.31,21.656,12.594,30,75.41,66,561
2016/7/12 10:00,7,12,10,147.95,85.52,28.93,21.344,12.156,30,75.41,66,638
2016/7/12 11:00,7,12,11,137.71,72.08,32.13,20.992,12.508,32.2,75.12,55,662
2016/7/12 12:00,7,12,12,121.74,63.44,29.82,18.096,10.384,32.2,75.12,55,667
2016/7/12 13:00,7,12,13,130.55,68.48,30.78,19.056,12.234,32.2,72.73,52,619
2016/7/12 14:00,7,12,14,127.65,59.6,34.13,20.68,13.24,32.2,72.73,52,559
2016/7/12 15:00,7,12,15,119.93,49.92,35.99,21.192,12.828,30,69.79,58,266
2016/7/12 16:00,7,12,16,115.91,48.48,33.26,21.232,12.938,28.8,68.45,62,262
2016/7/12 17:00,7,12,17,71.27,22.24,25.97,15.48,7.58,28.8,68.45,62,34
2016/7/12 18:00,7,12,18,38.82,8,16.12,9.744,4.956,27.2,67.95,70,0
2016/7/12 19:00,7,12,19,25,4.08,8.65,8.376,3.894,27,64.32,65,0
2016/7/12 20:00,7,12,20,21.97,3.52,6.98,7.92,3.55,26,63.32,69,0
2016/7/12 21:00,7,12,21,18.1,2.32,5.65,6.864,3.266,26,58.92,61,0
2016/7/13 7:00,7,13,7,27.84,8.56,4.25,9.304,5.726,25.5,69.21,83,118
2016/7/13 8:00,7,13,8,86.49,40.08,19.55,15.752,11.108,27,67.84,71,529
2016/7/13 9:00,7,13,9,116.36,56.32,31.96,18.152,9.928,27.5,65.37,64,602
2016/7/13 10:00,7,13,10,112.81,51.6,32.3,18.952,9.958,29.1,66.15,57,626
2016/7/13 11:00,7,13,11,114.19,57.04,30.71,17.264,9.176,29.6,64.37,52,675
2016/7/13 12:00,7,13,12,95.53,42.64,28.04,16.84,8.01,30.5,63.59,47,669
2016/7/13 13:00,7,13,13,86.93,31.76,29.61,16.648,8.912,30.7,62.02,44,625
2016/7/13 14:00,7,13,14,87.68,27.84,33.78,17.688,8.372,30.6,62.45,45,531
2016/7/13 15:00,7,13,15,83.7,22.8,34.61,17.976,8.314,29.7,61.94,48,402
2016/7/13 16:00,7,13,16,87.48,25.28,37.75,15.448,9.002,29.3,62.79,51,258
2016/7/13 17:00,7,13,17,67.65,17.28,31.13,12,7.24,28.8,63.25,54,105
2016/7/13 18:00,7,13,18,44.05,6.64,23.2,8.784,5.426,28,65.17,61,0
2016/7/13 19:00,7,13,19,32.65,3.36,16.32,8.264,4.706,26.9,64.58,66,0
2016/7/13 20:00,7,13,20,27.38,4.4,12.56,6.792,3.628,26.6,64.17,67,0
2016/7/13 21:00,7,13,21,23.95,4,11.57,5.496,2.884,25.2,65.46,78,0
2016/7/14 7:00,7,14,7,61.53,30.8,11.78,11.096,7.854,28,62.69,57,331
2016/7/14 8:00,7,14,8,105.63,48.8,24.18,17.584,15.066,29,60.58,49,322
2016/7/14 9:00,7,14,9,112.51,49.44,32.11,17.696,13.264,30.7,65.63,49,634
2016/7/14 10:00,7,14,10,113.55,47.28,35.11,18.08,13.08,30.9,62.59,44,627
2016/7/14 11:00,7,14,11,109.15,43.92,35.07,17.688,12.472,31.2,61.96,42,442
2016/7/14 12:00,7,14,12,88.91,34.24,30.09,13.96,10.62,31.4,63.28,43,580
2016/7/14 13:00,7,14,13,100.31,45.12,28.68,15.952,10.558,30.5,63.59,47,258
2016/7/14 14:00,7,14,14,100.16,41.52,30.64,19.176,8.824,30.3,67.25,53,209
2016/7/14 15:00,7,14,15,103.15,43.76,30.93,19.648,8.812,29.5,66.77,56,94
2016/7/14 16:00,7,14,16,77.46,22.4,27.29,18.92,8.85,29.1,64.17,54,65
2016/7/14 17:00,7,14,17,59.03,15.12,24.53,12.688,6.692,28.8,64.54,56,27
2016/7/14 18:00,7,14,18,38.08,7.92,15.45,9.344,5.366,28.4,63.3,56,0
2016/7/14 19:00,7,14,19,34.74,5.6,15.2,8.36,5.58,28.2,61.43,54,0
2016/7/14 20:00,7,14,20,30.6,4.16,12.96,8.056,5.424,27.9,58.09,50,0
2016/7/14 21:00,7,14,21,27.34,4,11.14,7.608,4.592,27.4,57.88,52,0
2016/7/15 7:00,7,15,7,35.68,8.56,11.07,9.752,6.298,26,59.47,62,295
2016/7/15 8:00,7,15,8,71.89,25.12,19,15.912,11.858,25.2,60.21,68,60
2016/7/15 9:00,7,15,9,89.93,35.84,24.15,15.544,14.396,25.5,63.83,73,127
2016/7/15 10:00,7,15,10,87.34,30.8,26.61,15.712,14.218,25.6,66.33,77,111
2016/7/15 11:00,7,15,11,85.41,28.24,27.49,16.392,13.288,25,66.33,81,138
2016/7/15 12:00,7,15,12,78.88,27.04,25.18,14.24,12.42,24.5,68.12,88,114
2016/7/15 13:00,7,15,13,85.32,33.28,23.2,15.728,13.112,24.3,61.89,77,130
2016/7/15 14:00,7,15,14,79.47,22.96,25.45,17.448,13.612,24.8,61,72,68
2016/7/15 15:00,7,15,15,81.76,27.44,23.08,16.84,14.4,24,62.85,81,5
2016/7/15 16:00,7,15,16,75.77,22.4,23.88,15.776,13.714,22.1,59.2,87,8
2016/7/15 17:00,7,15,17,52.87,11.36,22.24,11.856,7.414,21.4,56.48,86,0
2016/7/15 18:00,7,15,18,28.92,6.4,9.22,8.368,4.932,20.7,55.45,89,0
2016/7/15 19:00,7,15,19,19.92,4.72,4.05,7.36,3.79,20.2,55.4,93,0
2016/7/15 20:00,7,15,20,15.85,3.04,2.47,7.096,3.244,20.6,56.71,93,0
2016/7/15 21:00,7,15,21,13.01,2.32,3.37,5.192,2.128,21.1,57.56,91,0
2016/7/16 7:00,7,16,7,13.35,2.24,3.77,5.088,2.252,19.5,52.79,92,11
2016/7/16 8:00,7,16,8,13.01,2.08,3.77,5.184,1.976,19.4,52.84,93,15
2016/7/16 9:00,7,16,9,13.42,2.16,3.84,5.464,1.956,19.5,52.79,92,19
2016/7/16 10:00,7,16,10,14.64,3.44,3.92,5.328,1.952,19.4,53.57,95,135
2016/7/16 11:00,7,16,11,13.5,2.24,4.08,5.12,2.06,21.4,56.48,86,379
2016/7/16 12:00,7,16,12,15.5,2.56,5.84,4.96,2.14,21.7,54.49,79,29
2016/7/16 13:00,7,16,13,16.12,3.44,5.66,5.104,1.916,22.5,54.32,73,407
2016/7/16 14:00,7,16,14,15.51,3.84,4.61,5.152,1.908,23.7,55.61,68,452
2016/7/16 15:00,7,16,15,14.49,2.56,4.89,5.184,1.856,23.2,55.52,71,34
2016/7/16 16:00,7,16,16,13.55,2.24,4.11,5.368,1.832,21.9,54.25,77,15
2016/7/16 17:00,7,16,17,13.01,1.92,3.69,5.48,1.92,21.9,55.54,80,84
2016/7/16 18:00,7,16,18,12.93,2.24,3.52,5.312,1.858,21.9,55.11,79,0
2016/7/16 19:00,7,16,19,12.59,1.92,3.69,5.112,1.868,21.7,55.34,81,0
2016/7/16 20:00,7,16,20,14.13,2.16,4.17,5.944,1.856,21.1,55.52,86,0
2016/7/16 21:00,7,16,21,13.7,1.92,3.81,6.072,1.898,21.2,55.02,84,0
2016/7/17 7:00,7,17,7,14.09,2.4,3.77,5.848,2.072,23.7,57.52,72,356
2016/7/17 8:00,7,17,8,15.67,3.52,4.09,5.808,2.252,24.9,57.21,64,505
2016/7/17 9:00,7,17,9,15.15,3.04,3.93,5.864,2.316,25.7,58.56,62,420
2016/7/17 10:00,7,17,10,15.86,3.68,4.27,5.64,2.27,24.7,60.68,72,181
2016/7/17 11:00,7,17,11,15.12,3.52,3.82,5.464,2.316,26.2,61.75,65,657
2016/7/17 12:00,7,17,12,16.67,4,4.97,5.392,2.308,25.9,61.35,66,606
2016/7/17 13:00,7,17,13,20.35,5.36,6.58,5.584,2.826,25.9,60.26,64,628
2016/7/17 14:00,7,17,14,24.37,8.56,6.57,6.48,2.76,26,60.02,63,532
2016/7/17 15:00,7,17,15,22.37,6.64,7.2,5.92,2.61,25.7,59.64,64,404
2016/7/17 16:00,7,17,16,17.8,4.72,4.97,5.592,2.518,25.5,58.49,63,253
2016/7/17 17:00,7,17,17,16.07,4.24,3.84,5.472,2.518,26.1,59.22,61,98
2016/7/17 18:00,7,17,18,16.09,3.52,4.65,5.544,2.376,24.7,56.11,63,0
2016/7/17 19:00,7,17,19,15.6,3.2,4.17,5.744,2.486,23.1,58.44,78,0
2016/7/17 20:00,7,17,20,15.96,3.44,4.14,5.72,2.66,22.5,60.1,86,0
2016/7/17 21:00,7,17,21,14.93,2.8,4.11,5.44,2.58,22.4,58.88,84,0
2016/7/18 7:00,7,18,7,23.42,5.52,4.94,7.232,5.728,23.7,63.27,84,216
2016/7/18 8:00,7,18,8,51.32,14.96,11.96,14.352,10.048,24.8,64.6,79,312
2016/7/18 9:00,7,18,9,59.47,16.64,19.45,14.28,9.1,25.7,66.68,77,423
2016/7/18 10:00,7,18,10,64.04,19.6,21.06,14.208,9.172,24.9,64.43,78,534
2016/7/18 11:00,7,18,11,59.31,16.32,20.81,13,9.18,25,63.73,76,645
2016/7/18 12:00,7,18,12,51.31,13.84,19.28,10.664,7.526,24.8,64.6,79,245
2016/7/18 13:00,7,18,13,55.77,16.56,18.96,12.336,7.914,25.8,63.76,71,541
2016/7/18 14:00,7,18,14,65.4,19.28,23.59,13.368,9.162,26.6,62.46,64,528
2016/7/18 15:00,7,18,15,63.78,20.08,22.28,12.96,8.46,25.5,64.37,74,297
2016/7/18 16:00,7,18,16,58.95,16.48,19.85,14.008,8.612,24.5,65.08,82,264
2016/7/18 17:00,7,18,17,47.71,11.76,16.64,11.488,7.822,23.7,64.24,86,25
2016/7/18 18:00,7,18,18,30.16,6.16,10.01,8.712,5.278,23.4,65.07,90,0
2016/7/18 19:00,7,18,19,23.28,5.04,5.99,7.992,4.258,23.2,64.82,91,0
2016/7/18 20:00,7,18,20,16.9,3.6,3.4,6.872,3.028,23,64.57,92,0
2016/7/18 21:00,7,18,21,14.24,3.2,3.21,5.64,2.19,22.9,64.67,93,0
2016/7/19 7:00,7,19,7,22.96,5.44,4.86,7.32,5.34,23.3,63.3,87,196
2016/7/19 8:00,7,19,8,48.69,11.36,14.31,13.272,9.748,24.1,65.16,85,273
2016/7/19 9:00,7,19,9,54.64,12.96,20.02,12.656,9.004,24.1,64.18,83,380
2016/7/19 10:00,7,19,10,56.6,13.76,20.84,12.968,9.032,24.9,60.3,70,635
2016/7/19 11:00,7,19,11,51.2,11.6,19.18,12.08,8.34,25.4,66.7,79,384
2016/7/19 12:00,7,19,12,59.42,26.24,15.39,10.536,7.254,25.1,63.55,75,467
2016/7/19 13:00,7,19,13,66.88,28.96,14.4,11.464,12.056,24.8,64.08,78,501
2016/7/19 14:00,7,19,14,78.34,31.44,20.64,13.648,12.612,24.5,63.56,79,547
2016/7/19 15:00,7,19,15,81.59,29.84,23.71,15.328,12.712,24.6,62.89,77,175
2016/7/19 16:00,7,19,16,77.45,26.16,22.92,15.584,12.786,23.8,62.17,81,104
2016/7/19 17:00,7,19,17,49.09,15.92,16.03,10.632,6.508,23.4,61.77,83,24
2016/7/19 18:00,7,19,18,29.39,9.12,7.97,8,4.3,22.9,62.83,89,0
2016/7/19 19:00,7,19,19,24.19,6.96,5.83,7.864,3.536,22.7,63.04,91,0
2016/7/19 20:00,7,19,20,20.76,5.52,4.86,7.12,3.26,22.7,63.04,91,0
2016/7/19 21:00,7,19,21,19.46,5.2,4.65,6.776,2.834,22.5,62.78,92,0
2016/7/20 7:00,7,20,7,26.29,6.48,4.7,9.44,5.67,23.4,65.07,90,36
2016/7/20 8:00,7,20,8,45.62,10.72,8.46,15.312,11.128,23.5,65.44,90,26
2016/7/20 9:00,7,20,9,56.67,16.32,12.39,17.616,10.344,23.6,65.32,89,42
2016/7/20 10:00,7,20,10,56.61,13.44,12.95,20.168,10.052,23.3,66.13,93,59
2016/7/20 11:00,7,20,11,50.18,9.12,10.9,20.912,9.248,23.3,66.13,93,68
2016/7/20 12:00,7,20,12,40.47,7.12,9.22,16.096,8.034,23.2,65.76,93,49
2016/7/20 13:00,7,20,13,42.96,5.92,10.13,17.04,9.87,23.3,66.13,93,17
2016/7/20 14:00,7,20,14,49.14,5.92,14.07,18.072,11.078,23.3,66.13,93,0
2016/7/20 15:00,7,20,15,49.99,6.48,16.34,15.8,11.37,23.5,66.39,92,0
2016/7/20 16:00,7,20,16,56.79,9.92,16.29,17.584,12.996,23.5,66.39,92,0
2016/7/20 17:00,7,20,17,49.29,10.24,16.11,14.488,8.452,23.1,65.86,94,0
2016/7/20 18:00,7,20,18,24.66,4.64,6.77,8.96,4.29,23.2,65.76,93,0
2016/7/20 19:00,7,20,19,18.14,3.52,3.76,7.264,3.596,23.3,65.66,92,0
2016/7/20 20:00,7,20,20,16.37,2.64,3.99,6.536,3.204,23.2,65.29,92,0
2016/7/20 21:00,7,20,21,15.19,2.48,3.24,6.352,3.118,23.2,65.76,93,0
2016/7/21 7:00,7,21,7,27.6,7.12,3.63,10.88,5.97,23,67.81,99,7
2016/7/21 8:00,7,21,8,70.17,22.4,11.45,20.776,15.544,23.2,68.11,98,56
2016/7/21 9:00,7,21,9,76.47,23.12,17.66,20.176,15.514,23.4,68.4,97,31
2016/7/21 10:00,7,21,10,66.55,12,20.98,21.12,12.45,23.3,68.02,97,37
2016/7/21 11:00,7,21,11,63.51,12.96,18.41,20.896,11.244,23.1,67.26,97,62
2016/7/21 12:00,7,21,12,44.5,8.8,12.8,14.28,8.62,23.1,67.26,97,113
2016/7/21 13:00,7,21,13,48.32,10.48,11.29,16.624,9.926,23,66.88,97,82
2016/7/21 14:00,7,21,14,60.28,13.44,14.97,20.288,11.582,22.6,65.39,97,72
2016/7/21 15:00,7,21,15,57.09,10.16,15.17,20.48,11.28,22.5,65.02,97,43
2016/7/21 16:00,7,21,16,56.54,8.72,16.34,18.944,12.536,22.3,64.73,98,0
2016/7/21 17:00,7,21,17,41.01,9.6,10.75,11.696,8.964,22.5,65.47,98,0
2016/7/21 18:00,7,21,18,27.44,6.48,6.57,8.968,5.422,22.6,66.29,99,0
2016/7/21 19:00,7,21,19,18.34,3.92,2.84,7.376,4.204,22.6,66.29,99,0
2016/7/21 20:00,7,21,20,16.66,3.2,3.04,6.632,3.788,22.6,66.29,99,0
2016/7/21 21:00,7,21,21,14.31,2.96,2.89,5.36,3.1,22.6,66.29,99,0
2016/7/22 7:00,7,22,7,20.67,3.6,3.33,9.072,4.668,23.89,68.82,94,84
2016/7/22 8:00,7,22,8,38.63,8.72,8.3,13.504,8.106,23.89,66.37,89,73
2016/7/22 9:00,7,22,9,50.66,12.8,15.29,13.68,8.89,23.89,66.37,89,45
2016/7/22 10:00,7,22,10,60.96,18.8,17.74,14.592,9.828,23.89,66.37,89,87
2016/7/22 11:00,7,22,11,54.88,15.36,16.71,13.416,9.394,23.89,66.37,89,267
2016/7/22 12:00,7,22,12,39.13,8.72,11.79,12.264,6.356,25,70.52,89,225
2016/7/22 13:00,7,22,13,58.25,21.76,11.96,17.208,7.322,25,67.9,84,148
2016/7/22 14:00,7,22,14,62.01,19.52,14.57,19.096,8.824,25,67.9,84,22
2016/7/22 15:00,7,22,15,54.38,12.32,16.79,17.536,7.734,25,67.9,84,81
2016/7/22 16:00,7,22,16,50.12,11.76,15.98,15.24,7.14,25,67.9,84,155
2016/7/22 17:00,7,22,17,39.27,6.8,15,12.104,5.366,25,67.9,84,63
2016/7/22 18:00,7,22,18,26.36,4.08,8.52,9.32,4.44,23.89,66.37,89,0
2016/7/22 19:00,7,22,19,21.08,3.28,6.77,7.192,3.838,23.89,68.82,94,0
2016/7/22 20:00,7,22,20,18.63,3.76,6.29,5.832,2.748,23.89,68.82,94,0
2016/7/22 21:00,7,22,21,15.21,2.32,5.32,5.008,2.562,23.89,68.82,94,0
2016/7/23 7:00,7,23,7,14.88,2.96,5.14,4.432,2.348,25,73.14,94,214
2016/7/23 8:00,7,23,8,14.91,2.24,5.51,5,2.16,25,67.9,84,176
2016/7/23 9:00,7,23,9,19.67,3.36,7.1,7.016,2.194,26.11,72.05,84,311
2016/7/23 10:00,7,23,10,36.57,16.8,7.87,9.384,2.516,26.11,69.25,79,546
2016/7/23 11:00,7,23,11,26.51,6.48,10.37,7.232,2.428,25,62.69,74,229
2016/7/23 12:00,7,23,12,18.18,2.56,8.31,4.88,2.43,26.11,67.02,75,637
2016/7/23 13:00,7,23,13,18.29,4.24,6.91,4.888,2.252,26.11,64.24,70,139
2016/7/23 14:00,7,23,14,18.6,3.52,7.58,5.328,2.172,25,62.69,74,0
2016/7/23 15:00,7,23,15,18.18,2.96,7.5,5.624,2.096,26.11,72.05,84,46
2016/7/23 16:00,7,23,16,19.85,3.6,8.46,5.328,2.462,26.11,74.86,89,5
2016/7/23 17:00,7,23,17,18.17,2.96,7.48,5.392,2.338,25,70.52,89,1
2016/7/23 18:00,7,23,18,16.33,2.16,6.91,5.016,2.244,25,73.14,94,0
2016/7/23 19:00,7,23,19,17.39,2.88,6.77,5.488,2.252,25,73.14,94,0
2016/7/23 20:00,7,23,20,17.84,2.08,6.9,6.76,2.1,25,73.14,94,0
2016/7/23 21:00,7,23,21,15.37,2,6.71,4.736,1.924,25,73.14,94,0
2016/7/24 7:00,7,24,7,15.76,2.08,7.08,4.44,2.16,25,73.14,94,292
2016/7/24 8:00,7,24,8,17.25,3.12,7.15,4.512,2.468,25,67.9,84,330
2016/7/24 9:00,7,24,9,21.21,5.76,7.84,4.856,2.754,26.11,67.02,75,535
2016/7/24 10:00,7,24,10,23.13,5.84,9.47,5.128,2.692,25,62.69,74,603
2016/7/24 11:00,7,24,11,20.72,4.32,8.94,4.848,2.612,26.11,62.02,66,364
2016/7/24 12:00,7,24,12,20.93,4.24,9.1,5.064,2.526,25,58.55,66,612
2016/7/24 13:00,7,24,13,21.26,4.4,9.42,5.072,2.368,26.11,62.02,66,598
2016/7/24 14:00,7,24,14,23.34,6.8,8.92,5.112,2.508,25,58.55,66,458
2016/7/24 15:00,7,24,15,24.87,5.92,10.96,5.224,2.766,25,58.55,66,290
2016/7/24 16:00,7,24,16,24.98,6.4,10.41,5.416,2.754,25,62.69,74,177
2016/7/24 17:00,7,24,17,20.23,3.76,8.31,5.608,2.552,25,65.29,79,45
2016/7/24 18:00,7,24,18,18.99,3.12,7.86,5.36,2.65,25,70.52,89,0
2016/7/24 19:00,7,24,19,19.38,4.16,6.92,5.52,2.78,25,70.52,89,0
2016/7/24 20:00,7,24,20,18.01,3.28,6.35,5.528,2.852,25,73.14,94,0
2016/7/24 21:00,7,24,21,16.54,3.28,5.37,5.488,2.402,25,73.14,94,0
2016/7/25 7:00,7,25,7,25.1,6.72,5.61,7.136,5.634,26.8,77.07,88,256
2016/7/25 8:00,7,25,8,72.91,27.84,21.17,14.024,9.876,28.8,78.96,78,404
2016/7/25 9:00,7,25,9,95.65,31.28,40.19,14.416,9.764,29.4,75.25,69,519
2016/7/25 10:00,7,25,10,102.42,31.68,46.32,14.464,9.956,29.7,73.61,65,617
2016/7/25 11:00,7,25,11,97.59,29.52,44.69,14.16,9.22,30.4,74.02,62,655
2016/7/25 12:00,7,25,12,80.14,23.52,36.79,12.128,7.702,30.8,75.47,62,638
2016/7/25 13:00,7,25,13,81.28,25.2,35.85,12.216,8.014,31,76.2,62,594
2016/7/25 14:00,7,25,14,93.75,28.32,43.15,13.584,8.696,31.7,76.48,59,487
2016/7/25 15:00,7,25,15,92.67,28.56,41.56,13.664,8.886,31.4,76.92,61,220
2016/7/25 16:00,7,25,16,88.18,28.64,35.8,14.424,9.316,29.9,77.15,69,149
2016/7/25 17:00,7,25,17,69.48,22.4,28.35,10.864,7.866,29,77.09,74,2
2016/7/25 18:00,7,25,18,47.31,16.08,16.79,9.016,5.424,28.4,78,79,0
2016/7/25 19:00,7,25,19,32.46,11.12,9.27,8.408,3.662,26.9,76.89,87,0
2016/7/25 20:00,7,25,20,22.83,8.24,5.32,6.664,2.606,26.2,76.35,91,0
2016/7/25 21:00,7,25,21,19.16,5.52,5.42,5.792,2.428,25.2,75.55,97,0
2016/7/26 7:00,7,26,7,27.02,8.24,5.32,7.728,5.732,24.1,68.63,92,43
2016/7/26 8:00,7,26,8,72.24,26.64,17.65,15.568,12.382,24,69.24,94,43
2016/7/26 9:00,7,26,9,89.6,37.36,23.13,16.24,12.87,24.7,70.92,92,77
2016/7/26 10:00,7,26,10,68.27,17.92,23.45,15.944,10.956,25.2,72.35,91,66
2016/7/26 11:00,7,26,11,65.87,16.88,23.19,15.536,10.264,24.7,70.41,91,87
2016/7/26 12:00,7,26,12,53.01,12.96,19.45,12.232,8.368,25.8,72.52,87,205
2016/7/26 13:00,7,26,13,62.79,16.8,22.41,13.288,10.292,24.9,71.18,91,32
2016/7/26 14:00,7,26,14,77.28,19.92,29.49,16.36,11.51,24.9,71.18,91,93
2016/7/26 15:00,7,26,15,70.66,16,27.23,16.264,11.166,25,72.09,92,23
2016/7/26 16:00,7,26,16,69.59,15.76,26.25,16.504,11.076,24.9,72.22,93,0
2016/7/26 17:00,7,26,17,50.36,12.8,17.43,13.136,6.994,24.9,71.7,92,0
2016/7/26 18:00,7,26,18,29.33,4.48,10.03,10.568,4.252,24.6,70.03,91,0
2016/7/26 19:00,7,26,19,24.89,3.6,7.35,9.736,4.204,24.4,68.25,89,0
2016/7/26 20:00,7,26,20,21.32,2.48,5.93,8.888,4.022,24.4,68.25,89,0
2016/7/26 21:00,7,26,21,15.9,1.92,5.05,6.328,2.602,24.4,68.25,89,0
2016/7/27 7:00,7,27,7,21.6,6.08,4.9,6.32,4.3,24.2,64.03,82,170
2016/7/27 8:00,7,27,8,37.7,12.72,10.52,9.448,5.012,24.9,64.43,78,231
