Datetime,total_value,VRF1_value,VRF2_value,lighting1_value,lighting2_value,temperature,enthalpy,relative_humidity,radiation,Hour,DayOfWeek,Quarter,Month,Year,DayOfYear,DayOfMonth,WeekOfYear,DayOfYearFloat,Time_state,Working_state,lighting2_value_SECF
2016-07-08 07:00:00,18.53,3.6,2.03,8.192,4.708,22.5,62.78,92,0.0,7,4,3,7,2016,190,8,27,190.29166666666666,0,1,6.05
2016-07-08 08:00:00,44.12,10.88,7.24,16.912,9.088,22.8,62.94,90,0.0,8,4,3,7,2016,190,8,27,190.33333333333334,1,1,9.93
2016-07-08 09:00:00,63.9,26.32,10.52,15.544,11.516,23.0,63.18,89,0.0,9,4,3,7,2016,190,8,27,190.375,1,1,9.233333333333334
2016-07-08 10:00:00,61.93,21.2,13.3,16.032,11.398,24.7,65.79,82,204.0,10,4,3,7,2016,190,8,27,190.41666666666666,1,1,9.550666666666666
2016-07-08 11:00:00,58.95,20.24,13.22,14.744,10.746,26.0,66.63,75,720.0,11,4,3,7,2016,190,8,27,190.45833333333334,1,1,8.370666666666667
2016-07-08 12:00:00,52.6,20.64,10.57,11.8,9.59,27.3,68.89,71,268.0,12,4,3,7,2016,190,8,27,190.5,1,1,6.88
2016-07-08 13:00:00,65.31,29.04,12.01,13.304,10.956,27.0,66.67,69,617.0,13,4,3,7,2016,190,8,27,190.54166666666666,1,1,8.338666666666667
2016-07-08 14:00:00,74.56,31.68,15.54,15.28,12.06,26.2,66.21,73,529.0,14,4,3,7,2016,190,8,27,190.58333333333334,1,1,9.331333333333333
2016-07-08 15:00:00,70.9,30.4,13.69,14.512,12.298,25.4,65.1,76,391.0,15,4,3,7,2016,190,8,27,190.625,1,1,9.097333333333333
2016-07-08 16:00:00,60.28,21.92,12.05,14.304,12.006,24.9,65.46,80,248.0,16,4,3,7,2016,190,8,27,190.66666666666666,1,1,8.662666666666667
2016-07-08 17:00:00,50.47,18.16,11.3,11.056,9.954,24.6,64.92,81,87.0,17,4,3,7,2016,190,8,27,190.70833333333334,1,1,6.513999999999999
2016-07-08 18:00:00,28.18,5.44,7.34,9.12,6.28,24.1,63.68,82,0.0,18,4,3,7,2016,190,8,27,190.75,0,1,4.6193333333333335
2016-07-08 19:00:00,21.53,5.2,3.91,7.736,4.684,23.1,63.53,89,0.0,19,4,3,7,2016,190,8,27,190.79166666666666,0,1,4.351333333333334
2016-07-08 20:00:00,16.59,3.28,2.04,7.504,3.766,23.0,63.18,89,0.0,20,4,3,7,2016,190,8,27,190.83333333333334,0,1,3.914
2016-07-08 21:00:00,11.32,2.32,2.14,4.824,2.036,22.8,63.39,91,0.0,21,4,3,7,2016,190,8,27,190.875,0,1,2.9746666666666663
2016-07-09 07:00:00,10.59,2.4,1.5,4.656,2.034,23.1,65.39,93,322.0,7,5,3,7,2016,191,9,27,191.29166666666666,0,1,2.5413333333333337
2016-07-09 08:00:00,11.66,3.12,1.71,4.64,2.19,24.0,66.28,88,455.0,8,5,3,7,2016,191,9,27,191.33333333333334,1,1,3.1839999999999997
2016-07-09 09:00:00,19.31,6.4,5.52,5.08,2.31,26.1,69.21,79,558.0,9,5,3,7,2016,191,9,27,191.375,1,1,3.3066666666666666
2016-07-09 10:00:00,19.75,6.4,5.51,5.56,2.28,27.9,72.28,73,460.0,10,5,3,7,2016,191,9,27,191.41666666666666,1,1,3.156
2016-07-09 11:00:00,21.37,5.76,7.1,5.96,2.55,27.6,70.57,72,364.0,11,5,3,7,2016,191,9,27,191.45833333333334,1,1,3.218666666666667
2016-07-09 12:00:00,21.07,4.08,8.92,5.648,2.422,28.4,72.86,71,641.0,12,5,3,7,2016,191,9,27,191.5,1,1,2.8861904763333333
2016-07-09 13:00:00,23.53,4.48,11.15,5.472,2.428,28.7,70.71,66,450.0,13,5,3,7,2016,191,9,27,191.54166666666666,1,1,3.017047619
2016-07-09 14:00:00,21.87,4.4,10.02,5.136,2.314,28.5,71.29,68,214.0,14,5,3,7,2016,191,9,27,191.58333333333334,1,1,2.7585714286666665
2016-07-09 15:00:00,17.56,5.44,4.72,5.12,2.28,27.3,68.29,70,113.0,15,5,3,7,2016,191,9,27,191.625,1,1,2.6000952379999998
2016-07-09 16:00:00,15.59,5.28,2.77,5.344,2.196,25.5,67.59,80,45.0,16,5,3,7,2016,191,9,27,191.66666666666666,1,1,2.562952381
2016-07-09 17:00:00,15.31,4.48,2.48,5.776,2.574,25.9,67.94,78,42.0,17,5,3,7,2016,191,9,27,191.70833333333334,1,1,2.395142857
2016-07-09 18:00:00,14.73,4.16,2.35,5.672,2.548,25.1,66.17,80,0.0,18,5,3,7,2016,191,9,27,191.75,0,1,2.4457777776666667
2016-07-09 19:00:00,15.15,3.52,2.58,6.56,2.49,24.9,65.46,80,0.0,19,5,3,7,2016,191,9,27,191.79166666666666,0,1,2.720888889
2016-07-09 20:00:00,15.26,3.76,2.0,7.168,2.332,24.2,64.53,83,0.0,20,5,3,7,2016,191,9,27,191.83333333333334,0,1,2.941333333333333
2016-07-09 21:00:00,12.8,2.64,2.06,6.024,2.076,23.5,63.53,86,0.0,21,5,3,7,2016,191,9,27,191.875,0,1,2.501333333333333
2016-07-10 07:00:00,11.34,2.32,2.22,4.664,2.136,25.8,63.21,70,317.0,7,6,3,7,2016,192,10,27,192.29166666666666,0,0,2.063333333333333
2016-07-10 08:00:00,13.39,3.92,2.19,4.92,2.36,26.9,64.58,66,462.0,8,6,3,7,2016,192,10,27,192.33333333333334,1,0,2.4213333333333336
2016-07-10 09:00:00,16.62,5.12,4.08,4.96,2.46,28.8,63.89,55,568.0,9,6,3,7,2016,192,10,27,192.375,1,0,2.642
2016-07-10 10:00:00,21.11,7.76,5.53,5.48,2.34,29.0,67.81,60,649.0,10,6,3,7,2016,192,10,27,192.41666666666666,1,0,2.937333333333333
2016-07-10 11:00:00,17.15,5.68,4.12,5.128,2.222,29.9,68.76,57,680.0,11,6,3,7,2016,192,10,27,192.45833333333334,1,0,2.595333333333333
2016-07-10 12:00:00,15.06,3.92,4.0,5.04,2.1,30.2,69.05,56,670.0,12,6,3,7,2016,192,10,27,192.5,1,0,2.39
2016-07-10 13:00:00,16.73,4.96,4.66,5.048,2.062,30.0,69.09,57,608.0,13,6,3,7,2016,192,10,27,192.54166666666666,1,0,2.3793333333333333
2016-07-10 14:00:00,21.95,8.56,5.89,5.456,2.044,29.5,70.16,61,508.0,14,6,3,7,2016,192,10,27,192.58333333333334,1,0,2.4339999999999997
2016-07-10 15:00:00,22.17,8.24,6.24,5.648,2.042,29.5,69.48,60,387.0,15,6,3,7,2016,192,10,27,192.625,1,0,2.675333333333333
2016-07-10 16:00:00,18.38,5.28,5.55,5.472,2.078,29.3,67.47,58,242.0,16,6,3,7,2016,192,10,27,192.66666666666666,1,0,2.54
2016-07-10 17:00:00,16.98,4.8,4.93,5.192,2.058,28.2,66.44,62,89.0,17,6,3,7,2016,192,10,27,192.70833333333334,1,0,2.5719999999999996
2016-07-10 18:00:00,14.59,3.44,4.06,4.952,2.138,28.0,66.41,63,0.0,18,6,3,7,2016,192,10,27,192.75,0,0,2.3800000000000003
2016-07-10 19:00:00,12.51,2.48,2.73,5.112,2.188,26.7,66.23,70,0.0,19,6,3,7,2016,192,10,27,192.79166666666666,0,0,2.1966666666666668
2016-07-10 20:00:00,13.94,2.8,3.25,5.824,2.066,25.0,66.86,82,0.0,20,6,3,7,2016,192,10,27,192.83333333333334,0,0,2.068
2016-07-10 21:00:00,12.97,2.16,2.24,6.52,2.05,24.5,68.63,89,0.0,21,6,3,7,2016,192,10,27,192.875,0,0,2.082666666666667
2016-07-11 07:00:00,24.2,7.52,3.18,8.432,5.068,26.5,61.57,63,321.0,7,0,3,7,2016,193,11,28,193.29166666666666,0,0,6.457333333333334
2016-07-11 08:00:00,88.82,45.76,14.27,18.504,10.286,27.7,62.37,58,450.0,8,0,3,7,2016,193,11,28,193.33333333333334,1,0,13.82
2016-07-11 09:00:00,129.91,69.92,28.87,21.968,9.152,29.1,63.51,53,610.0,9,0,3,7,2016,193,11,28,193.375,1,0,13.385333333333334
2016-07-11 10:00:00,134.57,65.84,35.96,23.496,9.274,28.8,63.89,55,657.0,10,0,3,7,2016,193,11,28,193.41666666666666,1,0,11.362666666666668
2016-07-11 11:00:00,100.7,38.0,32.82,21.032,8.848,28.3,65.51,60,693.0,11,0,3,7,2016,193,11,28,193.45833333333334,1,0,10.096666666666666
2016-07-11 12:00:00,64.88,17.84,25.82,14.32,6.9,28.4,64.57,58,671.0,12,0,3,7,2016,193,11,28,193.5,1,0,7.914666666666666
2016-07-11 13:00:00,77.36,30.32,23.51,15.28,8.25,28.4,63.93,57,614.0,13,0,3,7,2016,193,11,28,193.54166666666666,1,0,9.043999999999999
2016-07-11 14:00:00,94.29,38.48,27.75,19.44,8.62,27.9,65.46,62,522.0,14,0,3,7,2016,193,11,28,193.58333333333334,1,0,10.394666666666668
2016-07-11 15:00:00,91.13,35.52,27.37,19.664,8.576,29.2,63.81,53,395.0,15,0,3,7,2016,193,11,28,193.625,1,0,10.227333333333332
2016-07-11 16:00:00,81.09,28.64,24.67,19.416,8.364,28.7,63.58,55,228.0,16,0,3,7,2016,193,11,28,193.66666666666666,1,0,10.762
2016-07-11 17:00:00,80.28,35.52,20.55,13.888,10.322,28.1,56.18,46,23.0,17,0,3,7,2016,193,11,28,193.70833333333334,1,0,8.521333333333335
2016-07-11 18:00:00,58.22,25.2,13.63,10.368,9.022,24.8,65.63,81,0.0,18,0,3,7,2016,193,11,28,193.75,0,0,5.153333333333333
2016-07-11 19:00:00,34.26,11.6,8.53,8.512,5.618,24.6,66.45,84,0.0,19,0,3,7,2016,193,11,28,193.79166666666666,0,0,4.31
2016-07-11 20:00:00,20.15,4.56,4.7,7.768,3.122,24.0,66.28,88,0.0,20,0,3,7,2016,193,11,28,193.83333333333334,0,0,4.021333333333334
2016-07-11 21:00:00,18.23,2.8,5.49,7.208,2.732,24.1,65.66,86,0.0,21,0,3,7,2016,193,11,28,193.875,0,0,3.832666666666667
2016-07-12 07:00:00,35.83,14.88,5.18,8.96,6.81,27.0,69.61,74,327.0,7,1,3,7,2016,194,12,28,194.29166666666666,0,1,4.754
2016-07-12 08:00:00,142.14,90.16,17.59,21.432,12.958,27.7,69.7,70,452.0,8,1,3,7,2016,194,12,28,194.33333333333334,1,1,11.135333333333334
2016-07-12 09:00:00,145.2,84.64,26.31,21.656,12.594,30.0,75.41,66,561.0,9,1,3,7,2016,194,12,28,194.375,1,1,10.566
2016-07-12 10:00:00,147.95,85.52,28.93,21.344,12.156,30.0,75.41,66,638.0,10,1,3,7,2016,194,12,28,194.41666666666666,1,1,11.165333333333331
2016-07-12 11:00:00,137.71,72.08,32.13,20.992,12.508,32.2,75.12,55,662.0,11,1,3,7,2016,194,12,28,194.45833333333334,1,1,10.058666666666667
2016-07-12 12:00:00,121.74,63.44,29.82,18.096,10.384,32.2,75.12,55,667.0,12,1,3,7,2016,194,12,28,194.5,1,1,8.584000000000001
2016-07-12 13:00:00,130.55,68.48,30.78,19.056,12.234,32.2,72.73,52,619.0,13,1,3,7,2016,194,12,28,194.54166666666666,1,1,10.228
2016-07-12 14:00:00,127.65,59.6,34.13,20.68,13.24,32.2,72.73,52,559.0,14,1,3,7,2016,194,12,28,194.58333333333334,1,1,11.359333333333334
2016-07-12 15:00:00,119.93,49.92,35.99,21.192,12.828,30.0,69.79,58,266.0,15,1,3,7,2016,194,12,28,194.625,1,1,10.981333333333334
2016-07-12 16:00:00,115.91,48.48,33.26,21.232,12.938,28.8,68.45,62,262.0,16,1,3,7,2016,194,12,28,194.66666666666666,1,1,11.421333333333335
2016-07-12 17:00:00,71.27,22.24,25.97,15.48,7.58,28.8,68.45,62,34.0,17,1,3,7,2016,194,12,28,194.70833333333334,1,1,9.656666666666666
2016-07-12 18:00:00,38.82,8.0,16.12,9.744,4.956,27.2,67.95,70,0.0,18,1,3,7,2016,194,12,28,194.75,0,1,7.992
2016-07-12 19:00:00,25.0,4.08,8.65,8.376,3.894,27.0,64.32,65,0.0,19,1,3,7,2016,194,12,28,194.79166666666666,0,1,6.939333333333333
2016-07-12 20:00:00,21.97,3.52,6.98,7.92,3.55,26.0,63.32,69,0.0,20,1,3,7,2016,194,12,28,194.83333333333334,0,1,6.503333333333333
2016-07-12 21:00:00,18.1,2.32,5.65,6.864,3.266,26.0,58.92,61,0.0,21,1,3,7,2016,194,12,28,194.875,0,1,6.398
2016-07-13 07:00:00,27.84,8.56,4.25,9.304,5.726,25.5,69.21,83,118.0,7,2,3,7,2016,195,13,28,195.29166666666666,0,1,5.7620000000000005
2016-07-13 08:00:00,86.49,40.08,19.55,15.752,11.108,27.0,67.84,71,529.0,8,2,3,7,2016,195,13,28,195.33333333333334,1,1,12.217999999999998
2016-07-13 09:00:00,116.36,56.32,31.96,18.152,9.928,27.5,65.37,64,602.0,9,2,3,7,2016,195,13,28,195.375,1,1,12.217999999999998
2016-07-13 10:00:00,112.81,51.6,32.3,18.952,9.958,29.1,66.15,57,626.0,10,2,3,7,2016,195,13,28,195.41666666666666,1,1,12.300666666666666
2016-07-13 11:00:00,114.19,57.04,30.71,17.264,9.176,29.6,64.37,52,675.0,11,2,3,7,2016,195,13,28,195.45833333333334,1,1,11.622666666666666
2016-07-13 12:00:00,95.53,42.64,28.04,16.84,8.01,30.5,63.59,47,669.0,12,2,3,7,2016,195,13,28,195.5,1,1,10.142666666666669
2016-07-13 13:00:00,86.93,31.76,29.61,16.648,8.912,30.7,62.02,44,625.0,13,2,3,7,2016,195,13,28,195.54166666666666,1,1,11.203333333333333
2016-07-13 14:00:00,87.68,27.84,33.78,17.688,8.372,30.6,62.45,45,531.0,14,2,3,7,2016,195,13,28,195.58333333333334,1,1,12.119333333333332
2016-07-13 15:00:00,83.7,22.8,34.61,17.976,8.314,29.7,61.94,48,402.0,15,2,3,7,2016,195,13,28,195.625,1,1,12.620666666666667
2016-07-13 16:00:00,87.48,25.28,37.75,15.448,9.002,29.3,62.79,51,258.0,16,2,3,7,2016,195,13,28,195.66666666666666,1,1,12.792666666666667
2016-07-13 17:00:00,67.65,17.28,31.13,12.0,7.24,28.8,63.25,54,105.0,17,2,3,7,2016,195,13,28,195.70833333333334,1,1,7.969333333333334
2016-07-13 18:00:00,44.05,6.64,23.2,8.784,5.426,28.0,65.17,61,0.0,18,2,3,7,2016,195,13,28,195.75,0,1,5.11
2016-07-13 19:00:00,32.65,3.36,16.32,8.264,4.706,26.9,64.58,66,0.0,19,2,3,7,2016,195,13,28,195.79166666666666,0,1,4.316666666666666
2016-07-13 20:00:00,27.38,4.4,12.56,6.792,3.628,26.6,64.17,67,0.0,20,2,3,7,2016,195,13,28,195.83333333333334,0,1,3.9233333333333333
2016-07-13 21:00:00,23.95,4.0,11.57,5.496,2.884,25.2,65.46,78,0.0,21,2,3,7,2016,195,13,28,195.875,0,1,3.5060000000000002
2016-07-14 07:00:00,61.53,30.8,11.78,11.096,7.854,28.0,62.69,57,331.0,7,3,3,7,2016,196,14,28,196.29166666666666,0,1,5.43
2016-07-14 08:00:00,105.63,48.8,24.18,17.584,15.066,29.0,60.58,49,322.0,8,3,3,7,2016,196,14,28,196.33333333333334,1,1,11.944
2016-07-14 09:00:00,112.51,49.44,32.11,17.696,13.264,30.7,65.63,49,634.0,9,3,3,7,2016,196,14,28,196.375,1,1,11.285333333333334
2016-07-14 10:00:00,113.55,47.28,35.11,18.08,13.08,30.9,62.59,44,627.0,10,3,3,7,2016,196,14,28,196.41666666666666,1,1,11.149333333333333
2016-07-14 11:00:00,109.15,43.92,35.07,17.688,12.472,31.2,61.96,42,442.0,11,3,3,7,2016,196,14,28,196.45833333333334,1,1,10.656666666666666
2016-07-14 12:00:00,88.91,34.24,30.09,13.96,10.62,31.4,63.28,43,580.0,12,3,3,7,2016,196,14,28,196.5,1,1,8.764666666666667
2016-07-14 13:00:00,100.31,45.12,28.68,15.952,10.558,30.5,63.59,47,258.0,13,3,3,7,2016,196,14,28,196.54166666666666,1,1,9.504
2016-07-14 14:00:00,100.16,41.52,30.64,19.176,8.824,30.3,67.25,53,209.0,14,3,3,7,2016,196,14,28,196.58333333333334,1,1,10.605333333333332
2016-07-14 15:00:00,103.15,43.76,30.93,19.648,8.812,29.5,66.77,56,94.0,15,3,3,7,2016,196,14,28,196.625,1,1,10.919333333333332
2016-07-14 16:00:00,77.46,22.4,27.29,18.92,8.85,29.1,64.17,54,65.0,16,3,3,7,2016,196,14,28,196.66666666666666,1,1,10.989333333333333
2016-07-14 17:00:00,59.03,15.12,24.53,12.688,6.692,28.8,64.54,56,27.0,17,3,3,7,2016,196,14,28,196.70833333333334,1,1,8.513333333333334
2016-07-14 18:00:00,38.08,7.92,15.45,9.344,5.366,28.4,63.3,56,0.0,18,3,3,7,2016,196,14,28,196.75,0,1,6.294666666666667
2016-07-14 19:00:00,34.74,5.6,15.2,8.36,5.58,28.2,61.43,54,0.0,19,3,3,7,2016,196,14,28,196.79166666666666,0,1,5.29
2016-07-14 20:00:00,30.6,4.16,12.96,8.056,5.424,27.9,58.09,50,0.0,20,3,3,7,2016,196,14,28,196.83333333333334,0,1,5.070666666666667
2016-07-14 21:00:00,27.34,4.0,11.14,7.608,4.592,27.4,57.88,52,0.0,21,3,3,7,2016,196,14,28,196.875,0,1,4.950666666666667
2016-07-15 07:00:00,35.68,8.56,11.07,9.752,6.298,26.0,59.47,62,295.0,7,4,3,7,2016,197,15,28,197.29166666666666,0,1,7.822666666666667
2016-07-15 08:00:00,71.89,25.12,19.0,15.912,11.858,25.2,60.21,68,60.0,8,4,3,7,2016,197,15,28,197.33333333333334,1,1,13.000666666666667
2016-07-15 09:00:00,89.93,35.84,24.15,15.544,14.396,25.5,63.83,73,127.0,9,4,3,7,2016,197,15,28,197.375,1,1,10.929333333333332
2016-07-15 10:00:00,87.34,30.8,26.61,15.712,14.218,25.6,66.33,77,111.0,10,4,3,7,2016,197,15,28,197.41666666666666,1,1,10.948
2016-07-15 11:00:00,85.41,28.24,27.49,16.392,13.288,25.0,66.33,81,138.0,11,4,3,7,2016,197,15,28,197.45833333333334,1,1,10.723999999999998
2016-07-15 12:00:00,78.88,27.04,25.18,14.24,12.42,24.5,68.12,88,114.0,12,4,3,7,2016,197,15,28,197.5,1,1,9.687777776666666
2016-07-15 13:00:00,85.32,33.28,23.2,15.728,13.112,24.3,61.89,77,130.0,13,4,3,7,2016,197,15,28,197.54166666666666,1,1,9.844222223333333
2016-07-15 14:00:00,79.47,22.96,25.45,17.448,13.612,24.8,61.0,72,68.0,14,4,3,7,2016,197,15,28,197.58333333333334,1,1,10.514666666666665
2016-07-15 15:00:00,81.76,27.44,23.08,16.84,14.4,24.0,62.85,81,5.0,15,4,3,7,2016,197,15,28,197.625,1,1,10.62
2016-07-15 16:00:00,75.77,22.4,23.88,15.776,13.714,22.1,59.2,87,8.0,16,4,3,7,2016,197,15,28,197.66666666666666,1,1,10.398
2016-07-15 17:00:00,52.87,11.36,22.24,11.856,7.414,21.4,56.48,86,0.0,17,4,3,7,2016,197,15,28,197.70833333333334,1,1,7.6946666666666665
2016-07-15 18:00:00,28.92,6.4,9.22,8.368,4.932,20.7,55.45,89,0.0,18,4,3,7,2016,197,15,28,197.75,0,1,5.835333333333334
2016-07-15 19:00:00,19.92,4.72,4.05,7.36,3.79,20.2,55.4,93,0.0,19,4,3,7,2016,197,15,28,197.79166666666666,0,1,4.617333333333334
2016-07-15 20:00:00,15.85,3.04,2.47,7.096,3.244,20.6,56.71,93,0.0,20,4,3,7,2016,197,15,28,197.83333333333334,0,1,3.969333333333333
2016-07-15 21:00:00,13.01,2.32,3.37,5.192,2.128,21.1,57.56,91,0.0,21,4,3,7,2016,197,15,28,197.875,0,1,2.824666666666667
2016-07-16 07:00:00,13.35,2.24,3.77,5.088,2.252,19.5,52.79,92,11.0,7,5,3,7,2016,198,16,28,198.29166666666666,0,1,2.1086666666666667
2016-07-16 08:00:00,13.01,2.08,3.77,5.184,1.976,19.4,52.84,93,15.0,8,5,3,7,2016,198,16,28,198.33333333333334,1,1,2.6006666666666667
2016-07-16 09:00:00,13.42,2.16,3.84,5.464,1.956,19.5,52.79,92,19.0,9,5,3,7,2016,198,16,28,198.375,1,1,2.739333333333333
2016-07-16 10:00:00,14.64,3.44,3.92,5.328,1.952,19.4,53.57,95,135.0,10,5,3,7,2016,198,16,28,198.41666666666666,1,1,2.6886666666666663
2016-07-16 11:00:00,13.5,2.24,4.08,5.12,2.06,21.4,56.48,86,379.0,11,5,3,7,2016,198,16,28,198.45833333333334,1,1,2.5113333333333334
2016-07-16 12:00:00,15.5,2.56,5.84,4.96,2.14,21.7,54.49,79,29.0,12,5,3,7,2016,198,16,28,198.5,1,1,2.3753333333333333
2016-07-16 13:00:00,16.12,3.44,5.66,5.104,1.916,22.5,54.32,73,407.0,13,5,3,7,2016,198,16,28,198.54166666666666,1,1,2.3960000000000004
2016-07-16 14:00:00,15.51,3.84,4.61,5.152,1.908,23.7,55.61,68,452.0,14,5,3,7,2016,198,16,28,198.58333333333334,1,1,2.420666666666667
2016-07-16 15:00:00,14.49,2.56,4.89,5.184,1.856,23.2,55.52,71,34.0,15,5,3,7,2016,198,16,28,198.625,1,1,2.6359999999999997
2016-07-16 16:00:00,13.55,2.24,4.11,5.368,1.832,21.9,54.25,77,15.0,16,5,3,7,2016,198,16,28,198.66666666666666,1,1,2.59
2016-07-16 17:00:00,13.01,1.92,3.69,5.48,1.92,21.9,55.54,80,84.0,17,5,3,7,2016,198,16,28,198.70833333333334,1,1,2.602
2016-07-16 18:00:00,12.93,2.24,3.52,5.312,1.858,21.9,55.11,79,0.0,18,5,3,7,2016,198,16,28,198.75,0,1,2.6146666666666665
2016-07-16 19:00:00,12.59,1.92,3.69,5.112,1.868,21.7,55.34,81,0.0,19,5,3,7,2016,198,16,28,198.79166666666666,0,1,2.5560000000000005
2016-07-16 20:00:00,14.13,2.16,4.17,5.944,1.856,21.1,55.52,86,0.0,20,5,3,7,2016,198,16,28,198.83333333333334,0,1,2.63
2016-07-16 21:00:00,13.7,1.92,3.81,6.072,1.898,21.2,55.02,84,0.0,21,5,3,7,2016,198,16,28,198.875,0,1,2.2833333333333337
2016-07-17 07:00:00,14.09,2.4,3.77,5.848,2.072,23.7,57.52,72,356.0,7,6,3,7,2016,199,17,28,199.29166666666666,0,0,2.5866666666666664
2016-07-17 08:00:00,15.67,3.52,4.09,5.808,2.252,24.9,57.21,64,505.0,8,6,3,7,2016,199,17,28,199.33333333333334,1,0,3.2880000000000003
2016-07-17 09:00:00,15.15,3.04,3.93,5.864,2.316,25.7,58.56,62,420.0,9,6,3,7,2016,199,17,28,199.375,1,0,4.155333333333334
2016-07-17 10:00:00,15.86,3.68,4.27,5.64,2.27,24.7,60.68,72,181.0,10,6,3,7,2016,199,17,28,199.41666666666666,1,0,4.258
2016-07-17 11:00:00,15.12,3.52,3.82,5.464,2.316,26.2,61.75,65,657.0,11,6,3,7,2016,199,17,28,199.45833333333334,1,0,2.8053333333333335
2016-07-17 12:00:00,16.67,4.0,4.97,5.392,2.308,25.9,61.35,66,606.0,12,6,3,7,2016,199,17,28,199.5,1,0,2.6293333333333333
2016-07-17 13:00:00,20.35,5.36,6.58,5.584,2.826,25.9,60.26,64,628.0,13,6,3,7,2016,199,17,28,199.54166666666666,1,0,3.6679999999999997
2016-07-17 14:00:00,24.37,8.56,6.57,6.48,2.76,26.0,60.02,63,532.0,14,6,3,7,2016,199,17,28,199.58333333333334,1,0,2.8866666666666667
2016-07-17 15:00:00,22.37,6.64,7.2,5.92,2.61,25.7,59.64,64,404.0,15,6,3,7,2016,199,17,28,199.625,1,0,2.4926666666666666
2016-07-17 16:00:00,17.8,4.72,4.97,5.592,2.518,25.5,58.49,63,253.0,16,6,3,7,2016,199,17,28,199.66666666666666,1,0,2.596666666666667
2016-07-17 17:00:00,16.07,4.24,3.84,5.472,2.518,26.1,59.22,61,98.0,17,6,3,7,2016,199,17,28,199.70833333333334,1,0,2.3973333333333335
2016-07-17 18:00:00,16.09,3.52,4.65,5.544,2.376,24.7,56.11,63,0.0,18,6,3,7,2016,199,17,28,199.75,0,0,2.406
2016-07-17 19:00:00,15.6,3.2,4.17,5.744,2.486,23.1,58.44,78,0.0,19,6,3,7,2016,199,17,28,199.79166666666666,0,0,2.312666666666667
2016-07-17 20:00:00,15.96,3.44,4.14,5.72,2.66,22.5,60.1,86,0.0,20,6,3,7,2016,199,17,28,199.83333333333334,0,0,2.1146666666666665
2016-07-17 21:00:00,14.93,2.8,4.11,5.44,2.58,22.4,58.88,84,0.0,21,6,3,7,2016,199,17,28,199.875,0,0,2.094
2016-07-18 07:00:00,23.42,5.52,4.94,7.232,5.728,23.7,63.27,84,216.0,7,0,3,7,2016,200,18,29,200.29166666666666,0,0,6.333333333333333
2016-07-18 08:00:00,51.32,14.96,11.96,14.352,10.048,24.8,64.6,79,312.0,8,0,3,7,2016,200,18,29,200.33333333333334,1,0,11.397333333333334
2016-07-18 09:00:00,59.47,16.64,19.45,14.28,9.1,25.7,66.68,77,423.0,9,0,3,7,2016,200,18,29,200.375,1,0,9.542
2016-07-18 10:00:00,64.04,19.6,21.06,14.208,9.172,24.9,64.43,78,534.0,10,0,3,7,2016,200,18,29,200.41666666666666,1,0,10.814
2016-07-18 11:00:00,59.31,16.32,20.81,13.0,9.18,25.0,63.73,76,645.0,11,0,3,7,2016,200,18,29,200.45833333333334,1,0,10.004666666666667
2016-07-18 12:00:00,51.31,13.84,19.28,10.664,7.526,24.8,64.6,79,245.0,12,0,3,7,2016,200,18,29,200.5,1,0,9.000666666666666
2016-07-18 13:00:00,55.77,16.56,18.96,12.336,7.914,25.8,63.76,71,541.0,13,0,3,7,2016,200,18,29,200.54166666666666,1,0,10.148666666666667
2016-07-18 14:00:00,65.4,19.28,23.59,13.368,9.162,26.6,62.46,64,528.0,14,0,3,7,2016,200,18,29,200.58333333333334,1,0,11.812666666666667
2016-07-18 15:00:00,63.78,20.08,22.28,12.96,8.46,25.5,64.37,74,297.0,15,0,3,7,2016,200,18,29,200.625,1,0,11.664000000000001
2016-07-18 16:00:00,58.95,16.48,19.85,14.008,8.612,24.5,65.08,82,264.0,16,0,3,7,2016,200,18,29,200.66666666666666,1,0,11.485333333333335
2016-07-18 17:00:00,47.71,11.76,16.64,11.488,7.822,23.7,64.24,86,25.0,17,0,3,7,2016,200,18,29,200.70833333333334,1,0,9.533333333333333
2016-07-18 18:00:00,30.16,6.16,10.01,8.712,5.278,23.4,65.07,90,0.0,18,0,3,7,2016,200,18,29,200.75,0,0,6.506
2016-07-18 19:00:00,23.28,5.04,5.99,7.992,4.258,23.2,64.82,91,0.0,19,0,3,7,2016,200,18,29,200.79166666666666,0,0,4.750666666666667
2016-07-18 20:00:00,16.9,3.6,3.4,6.872,3.028,23.0,64.57,92,0.0,20,0,3,7,2016,200,18,29,200.83333333333334,0,0,3.7066666666666666
2016-07-18 21:00:00,14.24,3.2,3.21,5.64,2.19,22.9,64.67,93,0.0,21,0,3,7,2016,200,18,29,200.875,0,0,3.021333333333333
2016-07-19 07:00:00,22.96,5.44,4.86,7.32,5.34,23.3,63.3,87,196.0,7,1,3,7,2016,201,19,29,201.29166666666666,0,1,6.256666666666667
2016-07-19 08:00:00,48.69,11.36,14.31,13.272,9.748,24.1,65.16,85,273.0,8,1,3,7,2016,201,19,29,201.33333333333334,1,1,9.669333333333332
2016-07-19 09:00:00,54.64,12.96,20.02,12.656,9.004,24.1,64.18,83,380.0,9,1,3,7,2016,201,19,29,201.375,1,1,8.666
2016-07-19 10:00:00,56.6,13.76,20.84,12.968,9.032,24.9,60.3,70,635.0,10,1,3,7,2016,201,19,29,201.41666666666666,1,1,9.01
