Datetime,total_value,VRF1_value,VRF2_value,lighting1_value,lighting2_value,temperature,enthalpy,relative_humidity,radiation,Hour,DayOfWeek,Quarter,Month,Year,DayOfYear,DayOfMonth,WeekOfYear,DayOfYearFloat,Time_state,Working_state,lighting2_value_SECF
2017-08-02 17:00:00,29.52,7.2,13.08,5.608,3.632,27.4,80.78,90,25.0,17,2,3,8,2017,214,2,31,214.70833333333334,1,1,2.626
2017-08-02 18:00:00,24.22,5.76,9.44,5.728,3.292,27.0,79.68,91,0.0,18,2,3,8,2017,214,2,31,214.75,0,1,2.6039999999999996
2017-08-02 19:00:00,19.79,4.08,7.09,5.608,3.012,27.3,79.14,88,0.0,19,2,3,8,2017,214,2,31,214.79166666666666,0,1,2.6373333333333333
2017-08-02 20:00:00,21.67,6.96,6.26,5.784,2.666,27.4,78.94,87,0.0,20,2,3,8,2017,214,2,31,214.83333333333334,0,1,2.5086666666666666
2017-08-02 21:00:00,18.26,5.12,5.0,5.432,2.708,27.0,78.49,89,0.0,21,2,3,8,2017,214,2,31,214.875,0,1,2.6506666666666665
2017-08-03 07:00:00,16.57,3.84,5.83,4.144,2.756,26.2,78.05,94,0.0,7,3,3,8,2017,215,3,31,215.29166666666666,0,1,1.9673333333333332
2017-08-03 08:00:00,28.46,7.6,12.2,4.912,3.748,26.1,77.07,93,44.0,8,3,3,8,2017,215,3,31,215.33333333333334,1,1,2.8506666666666667
2017-08-03 09:00:00,43.36,14.56,17.74,6.616,4.444,26.1,77.07,93,94.0,9,3,3,8,2017,215,3,31,215.375,1,1,3.6346666666666665
2017-08-03 10:00:00,47.78,14.0,21.05,7.624,5.106,25.9,76.25,93,46.0,10,3,3,8,2017,215,3,31,215.41666666666666,1,1,3.7572380953333333
2017-08-03 11:00:00,40.95,10.96,18.34,7.304,4.346,26.1,77.64,94,10.0,11,3,3,8,2017,215,3,31,215.45833333333334,1,1,3.6258095236666663
2017-08-03 12:00:00,34.38,8.24,15.25,6.896,3.994,25.8,76.94,95,1.0,12,3,3,8,2017,215,3,31,215.5,1,1,3.4597142856666667
2017-08-03 13:00:00,33.89,7.92,14.79,7.032,4.148,25.7,77.08,96,61.0,13,3,3,8,2017,215,3,31,215.54166666666666,1,1,3.630285714333333
2017-08-03 14:00:00,34.01,7.2,15.14,7.12,4.55,25.5,76.79,97,28.0,14,3,3,8,2017,215,3,31,215.58333333333334,1,1,3.9641904763333335
2017-08-03 15:00:00,31.1,7.12,12.64,6.648,4.692,25.5,75.7,95,24.0,15,3,3,8,2017,215,3,31,215.625,1,1,4.202095238000001
2017-08-03 16:00:00,27.65,8.72,8.24,6.312,4.378,25.7,76.53,95,5.0,16,3,3,8,2017,215,3,31,215.66666666666666,1,1,3.794
2017-08-03 17:00:00,23.3,5.44,7.42,6.48,3.96,25.8,76.39,94,5.0,17,3,3,8,2017,215,3,31,215.70833333333334,1,1,3.014
2017-08-03 18:00:00,18.09,2.88,6.17,5.592,3.448,25.7,76.53,95,0.0,18,3,3,8,2017,215,3,31,215.75,0,1,2.7526666666666664
2017-08-03 19:00:00,17.73,3.44,5.54,5.568,3.182,25.3,75.96,97,0.0,19,3,3,8,2017,215,3,31,215.79166666666666,0,1,2.728666666666667
2017-08-03 20:00:00,14.84,2.32,4.12,5.464,2.936,25.4,76.37,97,0.0,20,3,3,8,2017,215,3,31,215.83333333333334,0,1,2.534
2017-08-03 21:00:00,15.34,2.4,4.84,5.16,2.94,25.5,76.25,96,0.0,21,3,3,8,2017,215,3,31,215.875,0,1,2.286
2017-08-04 07:00:00,15.42,2.8,5.23,4.648,2.742,25.7,77.63,97,214.0,7,4,3,8,2017,216,4,31,216.29166666666666,0,1,2.7993333333333332
2017-08-04 08:00:00,44.28,12.88,19.23,7.224,4.946,26.4,77.17,91,584.0,8,4,3,8,2017,216,4,31,216.33333333333334,1,1,3.6060000000000003
2017-08-04 09:00:00,58.48,17.28,26.23,8.792,6.178,27.1,78.31,88,369.0,9,4,3,8,2017,216,4,31,216.375,1,1,5.2059999999999995
2017-08-04 10:00:00,61.88,18.56,27.94,9.104,6.276,26.8,78.25,90,140.0,10,4,3,8,2017,216,4,31,216.41666666666666,1,1,4.8999999999999995
2017-08-04 11:00:00,60.52,17.76,28.41,8.984,5.366,27.8,80.62,87,469.0,11,4,3,8,2017,216,4,31,216.45833333333334,1,1,3.61
2017-08-04 12:00:00,59.23,17.14,28.03,8.6736,5.3864,28.9,80.69,80,27.0,12,4,3,8,2017,216,4,31,216.5,1,1,2.8480000000000003
2017-08-04 13:00:00,57.93,16.51,27.65,8.3632,5.4068,28.4,79.94,82,44.0,13,4,3,8,2017,216,4,31,216.54166666666666,1,1,4.214666666666667
2017-08-04 14:00:00,56.64,15.89,27.27,8.0528,5.4272,30.6,84.27,75,532.0,14,4,3,8,2017,216,4,31,216.58333333333334,1,1,4.88
2017-08-04 15:00:00,55.33,15.26,26.88,7.7424,5.4476,28.8,80.28,80,5.0,15,4,3,8,2017,216,4,31,216.625,1,1,4.142
2017-08-04 16:00:00,54.04,14.64,26.5,7.432,5.468,28.9,80.69,80,91.0,16,4,3,8,2017,216,4,31,216.66666666666666,1,1,4.08
2017-08-04 17:00:00,38.2,9.44,17.79,6.68,4.29,28.7,81.85,83,0.0,17,4,3,8,2017,216,4,31,216.70833333333334,1,1,3.1153333333333335
2017-08-04 18:00:00,26.7,6.24,10.43,6.512,3.518,26.5,78.17,92,0.0,18,4,3,8,2017,216,4,31,216.75,0,1,2.8973333333333335
2017-08-04 19:00:00,18.21,3.92,5.51,5.928,2.852,26.2,78.05,94,0.0,19,4,3,8,2017,216,4,31,216.79166666666666,0,1,3.031333333333333
2017-08-04 20:00:00,17.73,3.52,5.27,6.248,2.692,26.0,77.78,95,0.0,20,4,3,8,2017,216,4,31,216.83333333333334,0,1,3.021333333333333
2017-08-04 21:00:00,16.51,3.76,4.97,5.44,2.34,26.2,78.62,95,0.0,21,4,3,8,2017,216,4,31,216.875,0,1,2.878
2017-08-05 07:00:00,14.04,3.2,3.57,4.872,2.398,24.2,71.01,96,0.0,7,5,3,8,2017,217,5,31,217.29166666666666,0,1,2.3400000000000003
2017-08-05 08:00:00,17.65,3.2,5.86,5.736,2.854,22.8,65.22,95,0.0,8,5,3,8,2017,217,5,31,217.33333333333334,1,1,3.0399999999999996
2017-08-05 09:00:00,28.57,6.56,11.57,7.656,2.784,23.6,68.2,95,169.0,9,5,3,8,2017,217,5,31,217.375,1,1,3.1673333333333336
2017-08-05 10:00:00,30.35,7.84,12.63,7.392,2.488,24.9,67.54,84,402.0,10,5,3,8,2017,217,5,31,217.41666666666666,1,1,2.9166666666666665
2017-08-05 11:00:00,27.88,6.56,12.43,6.12,2.77,24.5,69.64,91,630.0,11,5,3,8,2017,217,5,31,217.45833333333334,1,1,2.8893333333333335
2017-08-05 12:00:00,26.17,5.76,11.55,6.224,2.636,24.9,70.14,89,281.0,12,5,3,8,2017,217,5,31,217.5,1,1,2.6813333333333333
2017-08-05 13:00:00,23.97,4.0,11.44,5.744,2.786,25.2,70.22,87,304.0,13,5,3,8,2017,217,5,31,217.54166666666666,1,1,2.8220000000000005
2017-08-05 14:00:00,23.55,5.2,10.02,5.768,2.562,27.0,73.15,80,373.0,14,5,3,8,2017,217,5,31,217.58333333333334,1,1,2.81
2017-08-05 15:00:00,24.26,6.24,9.47,6.008,2.542,26.3,72.78,84,386.0,15,5,3,8,2017,217,5,31,217.625,1,1,2.9326666666666665
2017-08-05 16:00:00,26.24,5.44,12.18,5.92,2.7,25.8,72.52,87,84.0,16,5,3,8,2017,217,5,31,217.66666666666666,1,1,2.8586666666666667
2017-08-05 17:00:00,28.93,5.36,14.09,6.328,3.152,25.5,72.45,89,0.0,17,5,3,8,2017,217,5,31,217.70833333333334,1,1,2.4013333333333335
2017-08-05 18:00:00,16.15,3.52,5.29,5.152,2.188,25.1,71.96,91,0.0,18,5,3,8,2017,217,5,31,217.75,0,1,2.3240000000000003
2017-08-05 19:00:00,16.16,4.48,4.61,4.856,2.214,25.0,72.62,93,0.0,19,5,3,8,2017,217,5,31,217.79166666666666,0,1,2.292666666666667
2017-08-05 20:00:00,14.72,3.36,4.54,4.72,2.1,25.0,73.14,94,0.0,20,5,3,8,2017,217,5,31,217.83333333333334,0,1,2.226
2017-08-05 21:00:00,16.17,3.2,5.48,5.384,2.106,25.1,73.54,94,0.0,21,5,3,8,2017,217,5,31,217.875,0,1,2.0926666666666667
2017-08-06 07:00:00,21.91,3.2,11.26,4.872,2.578,26.3,75.62,89,56.0,7,6,3,8,2017,218,6,31,218.29166666666666,0,0,2.3073333333333332
2017-08-06 08:00:00,33.59,4.88,19.03,6.144,3.536,27.2,75.11,82,357.0,8,6,3,8,2017,218,6,31,218.33333333333334,1,0,3.0653333333333332
2017-08-06 09:00:00,33.95,8.32,15.64,6.568,3.422,28.7,77.9,77,608.0,9,6,3,8,2017,218,6,31,218.375,1,0,3.756
2017-08-06 10:00:00,29.36,7.92,12.28,6.608,2.552,29.0,79.1,77,663.0,10,6,3,8,2017,218,6,31,218.41666666666666,1,0,3.796
2017-08-06 11:00:00,27.92,7.44,11.82,6.024,2.636,28.9,78.03,76,95.0,11,6,3,8,2017,218,6,31,218.45833333333334,1,0,2.704
2017-08-06 12:00:00,25.04,6.32,10.26,5.888,2.572,29.3,79.63,76,195.0,12,6,3,8,2017,218,6,31,218.5,1,0,2.5093333333333336
2017-08-06 13:00:00,26.01,7.36,9.56,6.448,2.642,29.0,79.1,77,259.0,13,6,3,8,2017,218,6,31,218.54166666666666,1,0,3.6839999999999997
2017-08-06 14:00:00,26.71,8.32,9.33,6.424,2.636,29.5,78.37,73,485.0,14,6,3,8,2017,218,6,31,218.58333333333334,1,0,2.9119999999999995
2017-08-06 15:00:00,26.62,6.56,10.92,6.496,2.644,29.8,78.86,72,358.0,15,6,3,8,2017,218,6,31,218.625,1,0,2.5206666666666666
2017-08-06 16:00:00,23.45,5.84,9.12,5.728,2.762,28.4,77.36,78,172.0,16,6,3,8,2017,218,6,31,218.66666666666666,1,0,2.558
2017-08-06 17:00:00,19.96,4.8,7.49,5.24,2.43,27.3,74.9,81,36.0,17,6,3,8,2017,218,6,31,218.70833333333334,1,0,2.3806666666666665
2017-08-06 18:00:00,16.6,3.36,5.87,5.056,2.314,26.7,73.75,83,0.0,18,6,3,8,2017,218,6,31,218.75,0,0,2.3566666666666665
2017-08-06 19:00:00,15.14,3.12,4.65,5.24,2.13,26.7,74.33,84,0.0,19,6,3,8,2017,218,6,31,218.79166666666666,0,0,2.4153333333333333
2017-08-06 20:00:00,15.83,3.2,4.69,5.808,2.132,26.2,74.65,88,0.0,20,6,3,8,2017,218,6,31,218.83333333333334,0,0,2.3453333333333335
2017-08-06 21:00:00,15.08,3.28,4.32,5.44,2.04,25.8,74.73,91,0.0,21,6,3,8,2017,218,6,31,218.875,0,0,2.199333333333333
2017-08-07 07:00:00,14.29,3.68,3.85,4.512,2.248,26.9,65.74,68,308.0,7,0,3,8,2017,219,7,32,219.29166666666666,0,0,2.298666666666667
2017-08-07 08:00:00,39.71,10.72,17.85,6.456,4.684,27.7,68.48,68,444.0,8,0,3,8,2017,219,7,32,219.33333333333334,1,0,4.0553333333333335
2017-08-07 09:00:00,57.62,17.04,26.83,8.56,5.19,28.3,68.04,64,575.0,9,0,3,8,2017,219,7,32,219.375,1,0,5.858666666666667
2017-08-07 10:00:00,60.46,17.52,28.44,9.64,4.86,28.8,69.76,64,628.0,10,0,3,8,2017,219,7,32,219.41666666666666,1,0,5.8053333333333335
2017-08-07 11:00:00,55.81,14.48,27.71,8.656,4.964,29.5,69.48,60,632.0,11,0,3,8,2017,219,7,32,219.45833333333334,1,0,5.366
2017-08-07 12:00:00,47.81,13.36,22.04,8.04,4.37,29.9,70.15,59,643.0,12,0,3,8,2017,219,7,32,219.5,1,0,4.3773333333333335
2017-08-07 13:00:00,45.87,12.88,20.73,7.704,4.556,29.9,68.76,57,604.0,13,0,3,8,2017,219,7,32,219.54166666666666,1,0,4.392666666666667
2017-08-07 14:00:00,52.26,16.24,23.08,7.896,5.044,29.7,66.73,55,498.0,14,0,3,8,2017,219,7,32,219.58333333333334,1,0,4.926666666666667
2017-08-07 15:00:00,52.84,16.96,22.69,8.064,5.126,29.5,66.09,55,377.0,15,0,3,8,2017,219,7,32,219.625,1,0,4.700666666666667
2017-08-07 16:00:00,43.16,13.09,18.53,7.192,4.348,28.6,64.56,57,232.0,16,0,3,8,2017,219,7,32,219.66666666666666,1,0,4.002666666666666
2017-08-07 17:00:00,33.5,9.23,14.38,6.32,3.57,28.3,63.62,57,17.0,17,0,3,8,2017,219,7,32,219.70833333333334,1,0,2.8393333333333337
2017-08-07 18:00:00,23.82,5.36,10.22,5.448,2.792,27.1,64.65,65,0.0,18,0,3,8,2017,219,7,32,219.75,0,0,2.510666666666667
2017-08-07 19:00:00,21.27,5.04,8.03,5.496,2.704,26.7,65.07,68,0.0,19,0,3,8,2017,219,7,32,219.79166666666666,0,0,2.426
2017-08-07 20:00:00,18.51,4.16,6.53,5.232,2.588,26.4,64.64,69,0.0,20,0,3,8,2017,219,7,32,219.83333333333334,0,0,2.508
2017-08-07 21:00:00,18.45,4.24,6.28,5.416,2.514,25.6,66.33,77,0.0,21,0,3,8,2017,219,7,32,219.875,0,0,2.404
2017-08-08 07:00:00,18.87,4.16,7.23,5.024,2.456,26.9,62.84,63,105.0,7,1,3,8,2017,220,8,32,220.29166666666666,0,1,2.4120000000000004
2017-08-08 08:00:00,30.66,7.12,13.88,6.176,3.484,28.8,65.84,58,458.0,8,1,3,8,2017,220,8,32,220.33333333333334,1,1,3.3373333333333335
2017-08-08 09:00:00,42.44,10.08,20.51,7.328,4.522,29.0,64.52,55,564.0,9,1,3,8,2017,220,8,32,220.375,1,1,4.018666666666667
2017-08-08 10:00:00,54.23,13.04,27.16,8.48,5.55,29.1,64.83,55,632.0,10,1,3,8,2017,220,8,32,220.41666666666666,1,1,4.478666666666666
2017-08-08 11:00:00,52.18,14.88,24.47,8.424,4.406,28.5,67.44,62,448.0,11,1,3,8,2017,220,8,32,220.45833333333334,1,1,4.502
2017-08-08 12:00:00,43.2,11.92,20.14,7.064,4.076,29.6,67.77,57,521.0,12,1,3,8,2017,220,8,32,220.5,1,1,3.94
2017-08-08 13:00:00,44.97,12.56,21.13,7.168,4.112,28.5,69.37,65,480.0,13,1,3,8,2017,220,8,32,220.54166666666666,1,1,3.9273333333333333
2017-08-08 14:00:00,50.41,17.84,20.74,7.72,4.11,28.8,71.06,66,484.0,14,1,3,8,2017,220,8,32,220.58333333333334,1,1,3.808666666666667
2017-08-08 15:00:00,49.6,16.88,20.19,7.816,4.714,29.3,66.13,56,366.0,15,1,3,8,2017,220,8,32,220.625,1,1,3.707333333333333
2017-08-08 16:00:00,38.79,12.16,15.77,7.296,3.564,28.9,64.86,56,220.0,16,1,3,8,2017,220,8,32,220.66666666666666,1,1,3.4713333333333334
2017-08-08 17:00:00,29.19,9.36,10.65,6.416,2.764,27.9,69.17,68,67.0,17,1,3,8,2017,220,8,32,220.70833333333334,1,1,3.0273333333333334
2017-08-08 18:00:00,26.07,7.36,10.06,6.04,2.61,26.6,68.75,75,0.0,18,1,3,8,2017,220,8,32,220.75,0,1,2.9153333333333333
2017-08-08 19:00:00,27.39,8.08,9.93,6.264,3.116,26.2,71.27,82,0.0,19,1,3,8,2017,220,8,32,220.79166666666666,0,1,3.021333333333333
2017-08-08 20:00:00,27.02,9.44,7.68,6.624,3.276,26.1,67.54,76,0.0,20,1,3,8,2017,220,8,32,220.83333333333334,0,1,3.294
2017-08-08 21:00:00,21.73,6.88,6.28,6.408,2.162,26.1,69.21,79,0.0,21,1,3,8,2017,220,8,32,220.875,0,1,3.235333333333333
2017-08-09 07:00:00,19.7,6.16,6.72,4.872,1.948,27.6,71.18,73,295.0,7,2,3,8,2017,221,9,32,221.29166666666666,0,1,2.3193333333333332
2017-08-09 08:00:00,41.52,13.36,17.52,6.568,4.072,28.5,68.08,63,435.0,8,2,3,8,2017,221,9,32,221.33333333333334,1,1,3.468666666666666
2017-08-09 09:00:00,61.03,21.52,24.96,8.728,5.822,29.4,70.5,62,563.0,9,2,3,8,2017,221,9,32,221.375,1,1,4.938666666666666
2017-08-09 10:00:00,61.5,20.08,27.09,8.84,5.49,29.6,69.14,59,686.0,10,2,3,8,2017,221,9,32,221.41666666666666,1,1,4.7893333333333326
2017-08-09 11:00:00,62.09,21.6,25.89,9.08,5.52,29.4,69.15,60,647.0,11,2,3,8,2017,221,9,32,221.45833333333334,1,1,4.4799999999999995
2017-08-09 12:00:00,63.96,30.48,20.65,8.936,3.894,29.8,71.89,62,647.0,12,2,3,8,2017,221,9,32,221.5,1,1,3.666
2017-08-09 13:00:00,60.09,27.68,19.92,8.672,3.818,29.2,73.16,67,599.0,13,2,3,8,2017,221,9,32,221.54166666666666,1,1,4.327333333333334
2017-08-09 14:00:00,60.56,27.28,20.69,8.784,3.806,28.7,70.71,66,498.0,14,2,3,8,2017,221,9,32,221.58333333333334,1,1,4.929333333333333
2017-08-09 15:00:00,61.4,27.04,20.5,8.76,5.1,28.3,69.95,67,381.0,15,2,3,8,2017,221,9,32,221.625,1,1,4.32
2017-08-09 16:00:00,46.16,13.44,20.63,8.152,3.938,27.8,69.44,69,168.0,16,2,3,8,2017,221,9,32,221.66666666666666,1,1,3.766
2017-08-09 17:00:00,29.56,5.76,14.64,6.28,2.88,27.3,70.09,73,42.0,17,2,3,8,2017,221,9,32,221.70833333333334,1,1,2.866
2017-08-09 18:00:00,27.36,5.6,12.82,6.192,2.748,26.7,66.8,71,0.0,18,2,3,8,2017,221,9,32,221.75,0,1,2.7086666666666663
2017-08-09 19:00:00,25.17,5.44,11.01,6.104,2.616,26.6,67.03,72,0.0,19,2,3,8,2017,221,9,32,221.79166666666666,0,1,2.9033333333333338
2017-08-09 20:00:00,22.97,5.28,9.19,6.016,2.484,26.1,66.98,75,0.0,20,2,3,8,2017,221,9,32,221.83333333333334,0,1,2.8200000000000003
2017-08-09 21:00:00,20.93,4.0,8.76,6.096,2.074,25.8,67.03,77,0.0,21,2,3,8,2017,221,9,32,221.875,0,1,2.714
2017-08-10 07:00:00,24.11,4.19,11.55,6.176444444,2.193555556,26.7,72.59,81,230.0,7,3,3,8,2017,222,10,32,222.29166666666666,0,1,2.5313333333333334
2017-08-10 08:00:00,25.29,4.49,12.23,6.256888889,2.313111111,27.7,72.16,74,251.0,8,3,3,8,2017,222,10,32,222.33333333333334,1,1,2.9646666666666666
2017-08-10 09:00:00,26.44,4.78,12.89,6.337333333,2.432666667,28.4,70.3,67,471.0,9,3,3,8,2017,222,10,32,222.375,1,1,2.989333333333333
2017-08-10 10:00:00,27.61,5.07,13.57,6.417777778,2.552222222,28.4,70.94,68,671.0,10,3,3,8,2017,222,10,32,222.41666666666666,1,1,2.9546666666666668
2017-08-10 11:00:00,28.78,5.37,14.24,6.498222222,2.671777778,28.8,69.1,63,697.0,11,3,3,8,2017,222,10,32,222.45833333333334,1,1,2.766
2017-08-10 12:00:00,29.94,5.66,14.91,6.578666667,2.791333333,27.8,67.59,66,148.0,12,3,3,8,2017,222,10,32,222.5,1,1,2.6793333333333336
2017-08-10 13:00:00,31.12,5.96,15.59,6.659111111,2.910888889,29.3,68.14,59,547.0,13,3,3,8,2017,222,10,32,222.54166666666666,1,1,2.748666666666667
2017-08-10 14:00:00,32.27,6.25,16.25,6.739555556,3.030444444,28.8,63.25,54,482.0,14,3,3,8,2017,222,10,32,222.58333333333334,1,1,3.0420000000000003
2017-08-10 15:00:00,33.44,6.54,16.93,6.82,3.15,27.7,62.98,59,32.0,15,3,3,8,2017,222,10,32,222.625,1,1,2.985333333333333
2017-08-10 16:00:00,34.61,6.84,17.6,6.900444444,3.269555556,27.5,69.6,71,184.0,16,3,3,8,2017,222,10,32,222.66666666666666,1,1,3.0033333333333334
2017-08-10 17:00:00,35.77,7.13,18.27,6.980888889,3.389111111,26.8,71.8,79,44.0,17,3,3,8,2017,222,10,32,222.70833333333334,1,1,2.9486666666666665
2017-08-10 18:00:00,36.94,7.43,18.94,7.061333333,3.508666667,26.4,73.17,84,0.0,18,3,3,8,2017,222,10,32,222.75,0,1,2.6093333333333333
2017-08-10 19:00:00,38.1,7.72,19.61,7.141777778,3.628222222,26.1,72.01,84,0.0,19,3,3,8,2017,222,10,32,222.79166666666666,0,1,2.353333333333333
2017-08-10 20:00:00,39.28,8.02,20.29,7.222222222,3.747777778,26.0,72.75,86,0.0,20,3,3,8,2017,222,10,32,222.83333333333334,0,1,2.531333333333333
2017-08-10 21:00:00,40.44,8.31,20.96,7.302666667,3.867333333,25.8,72.52,87,0.0,21,3,3,8,2017,222,10,32,222.875,0,1,2.401333333333333
2017-08-11 07:00:00,50.31,11.25,27.68,7.383111111,3.996888889,26.8,71.8,79,288.0,7,4,3,8,2017,223,11,32,223.29166666666666,0,1,2.5375555556666667
2017-08-11 08:00:00,51.48,11.55,28.35,7.463555556,4.116444444,27.7,74.01,77,433.0,8,4,3,8,2017,223,11,32,223.33333333333334,1,1,3.2404444443333333
2017-08-11 09:00:00,52.64,11.84,29.02,7.544,4.236,27.6,73.63,77,474.0,9,4,3,8,2017,223,11,32,223.375,1,1,4.178
2017-08-11 10:00:00,56.65,14.88,29.26,7.624,4.886,28.5,73.23,71,676.0,10,4,3,8,2017,223,11,32,223.41666666666666,1,1,4.4639999999999995
2017-08-11 11:00:00,54.44,15.92,26.7,7.376,4.444,29.4,75.93,70,631.0,11,4,3,8,2017,223,11,32,223.45833333333334,1,1,3.8906666666666663
2017-08-11 12:00:00,46.21,12.88,23.12,6.52,3.69,29.6,76.69,70,527.0,12,4,3,8,2017,223,11,32,223.5,1,1,3.8746666666666663
2017-08-11 13:00:00,46.74,12.96,23.64,6.272,3.868,28.9,72.74,68,578.0,13,4,3,8,2017,223,11,32,223.54166666666666,1,1,4.046
2017-08-11 14:00:00,51.1,14.48,25.13,7.424,4.066,28.7,72.01,68,466.0,14,4,3,8,2017,223,11,32,223.58333333333334,1,1,4.206666666666667
2017-08-11 15:00:00,53.46,13.6,27.94,7.816,4.104,28.2,72.12,71,357.0,15,4,3,8,2017,223,11,32,223.625,1,1,4.7426666666666675
2017-08-11 16:00:00,44.93,11.44,22.55,7.2,3.74,27.1,74.72,82,101.0,16,4,3,8,2017,223,11,32,223.66666666666666,1,1,3.8393333333333337
2017-08-11 17:00:00,30.86,7.2,14.72,5.728,3.212,26.6,73.94,84,17.0,17,4,3,8,2017,223,11,32,223.70833333333334,1,1,3.142
2017-08-11 18:00:00,26.85,4.0,14.96,5.112,2.778,26.3,73.92,86,0.0,18,4,3,8,2017,223,11,32,223.75,0,1,2.9280000000000004
2017-08-11 19:00:00,21.47,3.76,10.22,4.976,2.514,26.1,74.26,88,0.0,19,4,3,8,2017,223,11,32,223.79166666666666,0,1,2.659333333333333
2017-08-11 20:00:00,19.74,3.92,7.75,5.648,2.422,26.0,73.3,87,0.0,20,4,3,8,2017,223,11,32,223.83333333333334,0,1,2.4606666666666666
2017-08-11 21:00:00,20.58,3.36,7.53,7.432,2.258,26.1,74.26,88,0.0,21,4,3,8,2017,223,11,32,223.875,0,1,2.2933333333333334
2017-08-12 07:00:00,17.04,3.04,7.41,4.648,1.942,26.4,74.88,87,65.0,7,5,3,8,2017,224,12,32,224.29166666666666,0,1,2.0853333333333333
2017-08-12 08:00:00,21.54,3.68,10.87,4.584,2.406,26.5,74.7,86,150.0,8,5,3,8,2017,224,12,32,224.33333333333334,1,1,2.1906666666666665
2017-08-12 09:00:00,27.57,6.0,14.12,5.056,2.394,26.9,73.94,82,368.0,9,5,3,8,2017,224,12,32,224.375,1,1,2.2680000000000002
2017-08-12 10:00:00,26.51,4.4,14.59,5.208,2.312,27.9,73.52,75,621.0,10,5,3,8,2017,224,12,32,224.41666666666666,1,1,2.2693333333333334
2017-08-12 11:00:00,25.53,4.48,13.72,5.016,2.314,27.2,73.91,80,334.0,11,5,3,8,2017,224,12,32,224.45833333333334,1,1,2.2266666666666666
2017-08-12 12:00:00,26.54,5.52,13.9,4.808,2.312,28.0,74.53,76,430.0,12,5,3,8,2017,224,12,32,224.5,1,1,2.1166666666666667
2017-08-12 13:00:00,27.0,6.88,12.98,4.952,2.188,28.5,73.23,71,528.0,13,5,3,8,2017,224,12,32,224.54166666666666,1,1,1.9693333333333332
2017-08-12 14:00:00,29.41,8.56,13.58,5.2,2.07,28.5,71.94,69,519.0,14,5,3,8,2017,224,12,32,224.58333333333334,1,1,2.0126666666666666
2017-08-12 15:00:00,28.48,9.12,11.9,5.336,2.124,28.1,70.5,69,137.0,15,5,3,8,2017,224,12,32,224.625,1,1,2.0913333333333335
2017-08-12 16:00:00,22.43,5.68,9.57,4.936,2.244,27.8,71.91,73,190.0,16,5,3,8,2017,224,12,32,224.66666666666666,1,1,2.0660000000000003
2017-08-12 17:00:00,20.81,4.93,8.42,5.104,2.356,27.5,72.64,76,64.0,17,5,3,8,2017,224,12,32,224.70833333333334,1,1,2.02
2017-08-12 18:00:00,19.21,4.19,7.28,5.272,2.468,26.4,73.74,85,0.0,18,5,3,8,2017,224,12,32,224.75,0,1,2.0513333333333335
2017-08-12 19:00:00,17.59,3.44,6.13,5.44,2.58,26.2,74.09,87,0.0,19,5,3,8,2017,224,12,32,224.79166666666666,0,1,2.188
2017-08-12 20:00:00,20.41,5.12,6.05,6.12,3.12,26.0,74.42,89,0.0,20,5,3,8,2017,224,12,32,224.83333333333334,0,1,2.3480000000000003
2017-08-12 21:00:00,17.18,4.0,5.38,5.664,2.136,26.0,74.42,89,0.0,21,5,3,8,2017,224,12,32,224.875,0,1,2.1153333333333335
2017-08-13 07:00:00,15.02,3.44,5.65,4.24,1.69,26.6,73.94,84,111.0,7,6,3,8,2017,225,13,32,225.29166666666666,0,0,2.3586666666666667
2017-08-13 08:00:00,21.36,4.08,10.18,4.848,2.252,26.6,73.37,83,168.0,8,6,3,8,2017,225,13,32,225.33333333333334,1,0,2.8373333333333335
2017-08-13 09:00:00,27.41,8.88,11.06,4.864,2.606,27.0,74.33,82,207.0,9,6,3,8,2017,225,13,32,225.375,1,0,2.9939999999999998
2017-08-13 10:00:00,32.95,7.12,16.88,5.504,3.446,26.9,74.53,83,57.0,10,6,3,8,2017,225,13,32,225.41666666666666,1,0,2.985333333333333
2017-08-13 11:00:00,32.52,6.64,17.92,5.232,2.728,27.7,75.24,79,307.0,11,6,3,8,2017,225,13,32,225.45833333333334,1,0,2.7419999999999995
2017-08-13 12:00:00,25.06,6.4,11.4,4.944,2.316,27.3,74.9,81,41.0,12,6,3,8,2017,225,13,32,225.5,1,0,2.6839999999999997
2017-08-13 13:00:00,24.46,7.2,9.76,5.216,2.284,25.8,75.28,92,42.0,13,6,3,8,2017,225,13,32,225.54166666666666,1,0,2.846
2017-08-13 14:00:00,23.91,7.52,8.64,5.504,2.246,23.3,67.07,95,10.0,14,6,3,8,2017,225,13,32,225.58333333333334,1,0,2.8013333333333335
2017-08-13 15:00:00,22.77,5.76,9.03,5.552,2.428,23.0,66.42,96,0.0,15,6,3,8,2017,225,13,32,225.625,1,0,3.014666666666667
2017-08-13 16:00:00,23.51,5.04,10.21,5.92,2.34,23.6,66.76,92,22.0,16,6,3,8,2017,225,13,32,225.66666666666666,1,0,2.9406666666666665
2017-08-13 17:00:00,22.1,5.2,8.96,5.536,2.404,24.3,70.39,94,0.0,17,6,3,8,2017,225,13,32,225.70833333333334,1,0,2.841333333333333
2017-08-13 18:00:00,17.98,4.16,6.6,5.176,2.044,24.3,69.39,92,0.0,18,6,3,8,2017,225,13,32,225.75,0,0,2.7399999999999998
